Rating,size,ownership,industry,sector,revenue,avg_salary,company_text,state,age,sql,python,java,sas,matlab,javascript,c++,scala,hadoop,spark,hive,deep_learning,nlp,cv,tensorflow,pytorch,keras,title_simple,seniority,description
2.6,1001 to 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion,77.5,AMRI,IN,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4118
4.9,201 to 500,Company - Private,Internet,Information Technology,$10 to $25 million,102.0,Duolingo,PA,9,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,data scientist,others,2024
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,86.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4630
3.5,201 to 500,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,130.0,Verb Surgical,CA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,data scientist,others,2656
3.9,1001 to 5000,Company - Public,Internet,Information Technology,$100 to $500 million,152.0,Grubhub,NY,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,5093
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,105.0,AstraZeneca,MA,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3081
4.7,10000+,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion,162.0,NVIDIA,DC,27,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,data scientist,others,3861
4.6,5001 to 10000,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million,167.0,Intuit - Data,CA,37,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,data scientist,others,2770
4.2,201 to 500,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,102.5,Systems & Technology Research,MA,10,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,data scientist,others,2314
4.2,10000+,other,others,Education,$500 million to $1 billion,100.5,University of California Berkeley,CA,338,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,5246
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,134.5,Takeda Pharmaceutical,MA,239,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,5081
4.0,1001 to 5000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,37.0,Exact Sciences Corporation,WI,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5203
3.7,201 to 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,130.0,Quartet Health,NY,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,data scientist,others,5176
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,others,5714
4.0,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million,60.0,Greenlight Biosciences,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5046
4.0,1001 to 5000,Company - Private,Consulting,Business Services,$500 million to $1 billion,94.5,Dunnhumby,MI,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2756
4.5,501 to 1000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million,160.0,Confluent,CA,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4311
3.9,10000+,Company - Public,others,Manufacturing,$5 to $10 billion,81.5,OWENS CORNING,OH,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,7680
3.3,5001 to 10000,Company - Public,others,Manufacturing,$2 to $5 billion,70.0,Edgewell Personal Care,NJ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2768
3.5,501 to 1000,Company - Private,Internet,Information Technology,$100 to $500 million,103.5,Integral Ad Science,IL,11,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,senior,4037
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,51.0,Boehringer Ingelheim,MN,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5910
3.5,10000+,Company - Private,Insurance Carriers,Insurance,$10+ billion,342.5,Liberty Mutual Insurance,MA,108,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,data scientist,senior,4843
3.5,5001 to 10000,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,148.0,Guidehouse,MD,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6428
3.4,501 to 1000,Company - Private,others,others,Unknown / Non-Applicable,110.0,Hopper,MA,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,others,4016
4.0,1001 to 5000,Company - Public,others,Finance,$500 million to $1 billion,233.0,PennyMac,AZ,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,data scientist,others,1933
2.6,201 to 500,Company - Public,others,Media,$10+ billion,123.0,Nexon America Inc,CA,26,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,data scientist,senior,5231
2.9,10000+,Company - Public,others,Manufacturing,$2 to $5 billion,96.5,ARYZTA Careers,IL,12,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,data scientist,others,5001
4.8,1001 to 5000,Company - Private,others,Finance,Unknown / Non-Applicable,70.5,Veterans United Home Loans,MO,18,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,others,others,2965
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,47.0,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5525
3.9,1001 to 5000,Company - Private,others,Retail,$100 to $500 million,68.0,1-800 Contacts,UT,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,2596
4.5,10000+,Company - Public,Internet,Information Technology,$10+ billion,155.5,Google,CA,22,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3749
3.2,1001 to 5000,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million,52.0,Kennedy Krieger Institute,MD,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1240
3.7,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 million,45.0,Versiti Blood Centers of Illinois,IL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3794
4.1,1001 to 5000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion,157.0,Splunk,CA,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3864
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,47.5,Charles River Laboratories,MI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2545
4.6,5001 to 10000,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million,181.0,Intuit - Data,CA,37,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,senior,4306
4.5,10000+,Company - Public,Internet,Information Technology,$5 to $10 billion,135.5,Facebook,NY,16,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4800
4.2,201 to 500,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,146.0,Onica,TX,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,6408
4.0,201 to 500,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,124.0,Tinder,CA,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3100
3.9,1001 to 5000,Company - Private,others,Finance,Unknown / Non-Applicable,133.0,Point72,NY,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,2474
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,147.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5182
3.8,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,126.0,Northrop Grumman,UT,81,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,data scientist,senior,3256
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,170.5,Boehringer Ingelheim,CT,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,5961
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,171.0,Boehringer Ingelheim,CT,135,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6071
3.9,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,71.5,Karyopharm Therapeutics Inc.,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4948
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,120.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6963
3.2,51 to 200,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million,45.5,"Sekisui XenoTech, LLC",KS,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3776
3.7,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,95.5,Honeywell,TX,135,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,3017
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,154.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3096
3.5,10000+,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion,132.5,Florida Blue,FL,76,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,senior,3718
3.8,5001 to 10000,Company - Private,others,Business Services,$2 to $5 billion,130.5,Burns & McDonnell,MO,122,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,senior,3256
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,48.5,Boehringer Ingelheim,MO,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6136
3.9,5001 to 10000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,52.0,Edward-Elmhurst Health,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1866
4.1,501 to 1000,Company - Private,Internet,Information Technology,$100 to $500 million,149.5,PubMatic,CA,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3266
4.1,501 to 1000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million,157.5,BigCommerce,CA,11,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,senior,3066
3.3,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,76.0,Omeros,WA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4679
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,55.0,PPD,MA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5544
3.8,10000+,Company - Public,Insurance Carriers,Insurance,$10+ billion,79.5,Humana,KY,59,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,data scientist,senior,4911
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,171.0,Boehringer Ingelheim,CT,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6510
-1.0,1 to 50,Company - Private,IT Services,Information Technology,$1 to $5 million,99.0,Edward Daniels Group,NY,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1568
3.8,10000+,Company - Public,others,Manufacturing,$5 to $10 billion,112.0,McCormick & Company,MD,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3600
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,62.0,Recursion Pharmaceuticals,UT,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4560
3.5,10000+,Company - Private,Insurance Carriers,Insurance,$10+ billion,133.0,Liberty Mutual Insurance,NH,108,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,4869
4.0,1001 to 5000,Company - Public,Internet,Information Technology,$2 to $5 billion,145.0,Twitter,WA,14,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,data scientist,others,3268
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,156.5,Takeda Pharmaceutical,MA,239,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6366
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,149.0,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4149
3.5,10000+,Company - Public,others,Manufacturing,$2 to $5 billion,131.0,Tesla,CA,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,data scientist,others,2332
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,155.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3876
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion,122.5,VMware,CA,22,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,data scientist,others,5439
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,76.0,Charles River Laboratories,MI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4196
4.0,5001 to 10000,other,others,Education,Unknown / Non-Applicable,118.5,Stanford University School of Medicine,CA,-1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,data scientist,others,6291
4.1,501 to 1000,Company - Private,others,Business Services,$100 to $500 million,43.5,GZA GeoEnvironmental,NY,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3766
4.0,1001 to 5000,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion,159.0,Square,CA,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3931
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,58.0,Charles River Laboratories,MI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2956
4.5,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion,100.5,Neurocrine Biosciences,CA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3893
4.2,51 to 200,Company - Private,Consulting,Business Services,$10 to $25 million,94.5,Opinion Dynamics,MA,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,senior,5065
4.0,10000+,Company - Private,others,Finance,$10+ billion,166.0,Fidelity Investments,NC,74,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,others,director,4184
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,130.0,Apple,NY,44,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,3176
3.4,1001 to 5000,other,others,Business Services,$1 to $2 billion,106.0,American Bureau of Shipping,TX,158,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,data scientist,others,2013
3.2,501 to 1000,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion,52.5,MedPro Group,IN,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3251
4.1,10000+,Company - Public,others,Finance,$2 to $5 billion,118.0,Experian,CA,40,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,data scientist,others,3525
2.9,1001 to 5000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,118.0,realtor.com,CA,27,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,data scientist,senior,3557
4.0,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million,41.0,Greenlight Biosciences,NC,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4875
3.5,201 to 500,Company - Private,others,Business Services,$25 to $50 million,71.5,JANUS Research Group,GA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,3944
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,88.5,Johnson & Johnson Family of Companies,NJ,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4104
4.3,1001 to 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,104.5,PSI CRO,NC,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,senior,3856
3.4,5001 to 10000,Company - Private,others,Retail,$1 to $2 billion,113.5,Fanatics,FL,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,5627
2.9,1001 to 5000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,101.0,realtor.com,TX,27,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,data scientist,others,3323
4.7,5001 to 10000,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion,132.5,DocuSign,CA,17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,data scientist,others,5085
3.5,501 to 1000,Company - Private,others,Retail,$1 to $2 billion,182.5,Wish,CA,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,3940
4.0,1001 to 5000,Company - Public,Internet,Information Technology,$2 to $5 billion,161.0,Twitter,CA,14,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,data scientist,others,3146
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,149.0,Apple,CA,44,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,data scientist,others,2497
3.6,10000+,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,100.0,Cox Automotive,TX,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data scientist,others,5114
3.5,501 to 1000,Subsidiary or Business Segment,others,Manufacturing,$500 million to $1 billion,104.0,Nintendo of America,WA,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3175
3.8,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion,84.5,Cleveland Clinic,OH,99,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,others,3672
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,158.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4538
3.7,10000+,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion,98.0,NetApp,NC,28,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,data scientist,others,7265
3.4,1001 to 5000,Company - Private,others,Finance,$500 million to $1 billion,135.5,Freedom Financial Network,CA,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7348
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,154.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6108
4.2,1 to 50,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,149.5,OkCupid,NY,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2647
4.0,1001 to 5000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,52.0,Exact Sciences Corporation,WI,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,9682
3.3,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,145.5,Omeros,WA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5664
4.5,10000+,Company - Public,Internet,Information Technology,$5 to $10 billion,154.0,Facebook,CA,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3517
4.5,201 to 500,Company - Private,others,Business Services,$25 to $50 million,54.5,Envision LLC,MO,26,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data analyst,others,1048
3.8,10000+,Company - Public,Insurance Carriers,Insurance,$10+ billion,93.0,Humana,MA,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,senior,4072
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,134.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5806
3.5,501 to 1000,Company - Private,others,Retail,$1 to $2 billion,211.5,Wish,CA,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,3599
4.0,1001 to 5000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,52.0,Exact Sciences Corporation,WI,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,9675
3.5,10000+,Company - Public,Advertising & Marketing,Business Services,$5 to $10 billion,93.0,Publicis Groupe,IL,94,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,5387
3.9,10000+,Company - Public,Consulting,Business Services,$5 to $10 billion,75.5,Booz Allen Hamilton Inc.,VA,106,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,data scientist,others,4696
4.5,10000+,Company - Public,Internet,Information Technology,$5 to $10 billion,141.0,Facebook,CA,16,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,others,4427
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,103.0,Charles River Laboratories,NV,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2316
3.4,51 to 200,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,85.5,Precigen,MD,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4101
4.3,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,130.0,Microsoft,CA,45,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4154
4.0,51 to 200,Company - Private,IT Services,Information Technology,$5 to $10 million,81.0,Kairos Technologies,NH,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,307
3.3,201 to 500,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,102.5,CJ Affiliate,CA,22,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,5638
4.1,51 to 200,Company - Public,Consulting,Business Services,$1 to $5 million,77.0,Nolij Consulting,VA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1978
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,170.5,Boehringer Ingelheim,CT,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7826
3.7,201 to 500,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,171.5,Earnin,CA,8,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,others,senior,5720
4.2,501 to 1000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,54.5,"Tabula Rasa HealthCare, Inc",FL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2005
3.7,51 to 200,Company - Private,IT Services,Information Technology,$10 to $25 million,88.0,Analytica,DC,11,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,data scientist,others,3493
3.6,10000+,Government,Federal Agencies,Government,Less than $1 million,93.0,Internal Revenue Service,MO,158,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,data scientist,others,9683
3.7,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,155.5,Medium,CA,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,others,others,3692
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,149.0,Recursion Pharmaceuticals,UT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4748
3.9,1001 to 5000,Company - Public,Internet,Information Technology,$100 to $500 million,170.0,Pinterest,CA,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,others,1938
3.4,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,112.5,Nektar Therapeutics,CA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5087
3.6,10000+,Company - Private,others,Retail,Unknown / Non-Applicable,67.0,IKEA,PA,77,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,others,3996
4.1,10000+,Company - Public,others,Manufacturing,$10+ billion,119.5,Nike,OR,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2882
4.6,1 to 50,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,117.5,Genesis Research,NJ,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2527
4.5,10000+,Company - Public,Internet,Information Technology,$5 to $10 billion,140.5,Facebook,WA,16,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,others,3674
3.4,10000+,Subsidiary or Business Segment,others,Manufacturing,$10+ billion,104.0,Bridgestone Americas,TN,120,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5136
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,126.5,Leidos,VA,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,senior,5062
